Decimal,Hex,Alpha Tag,Mode,Category,Tag,Description
53375,d07f,29-FLTN FD PRI,T,Itawamba County (29),Fire Dispatch,Fulton Fire - Primary --- Itawamba County (29) --- Fire Dispatch
53376,d080,29-FLTN FD FG,T,Itawamba County (29),Fire-Tac,Fulton Fire - Fireground --- Itawamba County (29) --- Fire-Tac
53661,d19d,36-EMA PRI,T,Lafayette County (36),Emergency Ops,Oxford Emergency Management Agency - Primary --- Lafayette County (36) --- Emergency Ops
53663,d19f,36-EMA TAC,T,Lafayette County (36),Emergency Ops,Oxford Emergency Management Agency - Tactical --- Lafayette County (36) --- Emergency Ops
53665,d1a1,36-EMA ADMIN,T,Lafayette County (36),Emergency Ops,Oxford Emergency Management Agency - Administration --- Lafayette County (36) --- Emergency Ops
53666,d1a2,36-OFD DISP,T,Lafayette County (36),Fire Dispatch,Oxford Fire - Dispatch --- Lafayette County (36) --- Fire Dispatch
53667,d1a3,36-OFD TAC 1,T,Lafayette County (36),Fire-Tac,Oxford Fire - Tactical 1 --- Lafayette County (36) --- Fire-Tac
53668,d1a4,36-OFD TAC 2,T,Lafayette County (36),Fire-Tac,Oxford Fire - Tactical 2 --- Lafayette County (36) --- Fire-Tac
53669,d1a5,36-OFD TAC 3,T,Lafayette County (36),Fire-Tac,Oxford Fire - Tactical 3 --- Lafayette County (36) --- Fire-Tac
53670,d1a6,36-OXF COMMON,T,Lafayette County (36),Multi-Talk,Oxford - Common --- Lafayette County (36) --- Multi-Talk
53671,d1a7,36-OX PW STREETS,T,Lafayette County (36),Public Works,Oxford Public Works - Streets --- Lafayette County (36) --- Public Works
53672,d1a8,36-OX PW WATER,T,Lafayette County (36),Public Works,Oxford Public Works - Water --- Lafayette County (36) --- Public Works
53673,d1a9,36-OX PW SEWER,T,Lafayette County (36),Public Works,Oxford Public Works - Sewer --- Lafayette County (36) --- Public Works
53674,d1aa,36-OX PRKS&REC 1,T,Lafayette County (36),Multi-Talk,Oxford Parks & Recreation 1 --- Lafayette County (36) --- Multi-Talk
53675,d1ab,36-OX PRKS&REC 2,T,Lafayette County (36),Multi-Talk,Oxford Parks & Recreation 2 --- Lafayette County (36) --- Multi-Talk
53676,d1ac,36-OX ELEC PRI,T,Lafayette County (36),Utilities,Oxford Electric - Primary --- Lafayette County (36) --- Utilities
53677,d1ad,36-OX ELEC TAC 1,T,Lafayette County (36),Utilities,Oxford Electric - Tactical 1 --- Lafayette County (36) --- Utilities
53678,d1ae,36-OX SAN ENV,T,Lafayette County (36),Public Works,Oxford Sanitation - Environmental --- Lafayette County (36) --- Public Works
53679,d1af,36-OX SAN LEAF,T,Lafayette County (36),Public Works,Oxford Sanitation - Leaf Division --- Lafayette County (36) --- Public Works
53680,d1b0,36-OX SAN RUBB,T,Lafayette County (36),Public Works,Oxford Sanitation - Rubbish --- Lafayette County (36) --- Public Works
53681,d1b1,36-OFD ADMIN,T,Lafayette County (36),Fire-Talk,Oxford Fire - Administration --- Lafayette County (36) --- Fire-Talk
53682,d1b2,36-OPD DISP,T,Lafayette County (36),Law Dispatch,Oxford Police - Primary --- Lafayette County (36) --- Law Dispatch
53683,d1b3,36-OPD SPC DTL,T,Lafayette County (36),Law Tac,Oxford Police - Special Detail --- Lafayette County (36) --- Law Tac
53684,d1b4,36-OPD TAC 1,T,Lafayette County (36),Law Tac,Oxford Police - Tactical 1 --- Lafayette County (36) --- Law Tac
53685,d1b5,36-OPD DETCTV,T,Lafayette County (36),Law Talk,Oxford Police - Detectives --- Lafayette County (36) --- Law Talk
53686,d1b6,36-OPD SWAT,T,Lafayette County (36),Law Tac,Oxford Police - S.W.A.T. --- Lafayette County (36) --- Law Tac
53687,d1b7,36-OPD OPS !,T,Lafayette County (36),Law Talk,Oxford Police - Operations 1 --- Lafayette County (36) --- Law Talk
53688,d1b8,36-OPD C-C,T,Lafayette County (36),Law Talk,Oxford Police - Car to Car --- Lafayette County (36) --- Law Talk
53689,d1b9,36-OPD ADMIN,T,Lafayette County (36),Law Talk,Oxford Police - Administration --- Lafayette County (36) --- Law Talk
53700,d1c4,36-LCFD DISP,T,Lafayette County (36),Fire Dispatch,County Fire - Dispatch --- Lafayette County (36) --- Fire Dispatch
53701,d1c5,36-LCFD TAC,T,Lafayette County (36),Fire-Tac,County Fire - Tactical --- Lafayette County (36) --- Fire-Tac
53702,d1c6,36-LCFD ADMIN,T,Lafayette County (36),Fire-Talk,County Fire - Administration --- Lafayette County (36) --- Fire-Talk
53703,d1c7,36-LCFD NRTHWST,T,Lafayette County (36),Fire-Talk,County Fire - Northwest --- Lafayette County (36) --- Fire-Talk
53705,d1c9,36-SO DISP,T,Lafayette County (36),Law Dispatch,Sheriff - Dispatch --- Lafayette County (36) --- Law Dispatch
53707,d1cb,36-LC EMR,T,Lafayette County (36),EMS Dispatch,County Emergency Medical Responders --- Lafayette County (36) --- EMS Dispatch
53708,d1cc,36-LC EMA 1,T,Lafayette County (36),Emergency Ops,County Emergency Management Agency 1 --- Lafayette County (36) --- Emergency Ops
53709,d1cd,36-LC EMA 2,T,Lafayette County (36),Emergency Ops,County Emergency Management Agency 2 --- Lafayette County (36) --- Emergency Ops
53710,d1ce,36-LC WIDE AREA,T,Lafayette County (36),Interop,County Wide Area --- Lafayette County (36) --- Interop
53711,d1cf,36-LCFD DIST1,T,Lafayette County (36),Fire-Talk,County Fire - District 1 --- Lafayette County (36) --- Fire-Talk
53712,d1d0,36-LCFD DIST2,T,Lafayette County (36),Fire-Talk,County Fire - District 2 --- Lafayette County (36) --- Fire-Talk
53713,d1d1,36-LCFD DIST3,T,Lafayette County (36),Fire-Talk,County Fire - District 3 --- Lafayette County (36) --- Fire-Talk
53714,d1d2,36-LCFD DIST4,T,Lafayette County (36),Fire-Talk,County Fire - District 4 --- Lafayette County (36) --- Fire-Talk
53715,d1d3,36-LCFD RESCUE,T,Lafayette County (36),Emergency Ops,County Fire - Rescue --- Lafayette County (36) --- Emergency Ops
53720,d1d8,36-SO C-C,T,Lafayette County (36),Law Talk,Sheriff - Car to Car --- Lafayette County (36) --- Law Talk
53721,d1d9,36-SO INVEST,T,Lafayette County (36),Law Tac,Sheriff - Investigations --- Lafayette County (36) --- Law Tac
53722,d1da,36-SO SWAT,T,Lafayette County (36),Law Tac,Sheriff - S.W.A.T. --- Lafayette County (36) --- Law Tac
53723,d1db,36-SO SRO,T,Lafayette County (36),Law Talk,Sheriff - School Resource Officers --- Lafayette County (36) --- Law Talk
53724,d1dc,36-SO METRO NARC,T,Lafayette County (36),Law Tac,Sheriff - Metro Narcotics --- Lafayette County (36) --- Law Tac
53725,d1dd,36-SO SAR,T,Lafayette County (36),Law Tac,Sheriff - Search & Rescue --- Lafayette County (36) --- Law Tac
53726,d1de,36-CW MA,T,Lafayette County (36),Interop,Countywide Mutual Aid --- Lafayette County (36) --- Interop
53745,d1f1,36-LC ROADS PRI,T,Lafayette County (36),Public Works,County Roads - Primary --- Lafayette County (36) --- Public Works
53746,d1f2,36-LC ROADS TAC,T,Lafayette County (36),Public Works,County Roads - Tactical --- Lafayette County (36) --- Public Works
53987,d2e3,41-TPD DISP,T,Lee County (41),Law Dispatch,Tupelo Police - Dispatch --- Lee County (41) --- Law Dispatch
53988,d2e4,41-TPD TAC 5,T,Lee County (41),Law Tac,Tupelo Police - Tac 5 --- Lee County (41) --- Law Tac
53990,d2e6,41-TPD S1,T,Lee County (41),Law Tac,Tupelo Police - Scene 1 --- Lee County (41) --- Law Tac
53991,d2e7,41-TPD S2,T,Lee County (41),Law Tac,Tupelo Police - Scene 2 --- Lee County (41) --- Law Tac
53992,d2e8,41-TPD TAC 6,T,Lee County (41),Law Tac,Tupelo Police - Tac 6 --- Lee County (41) --- Law Tac
53997,d2ed,41-TPD S3,T,Lee County (41),Law Tac,Tupelo Police - Scene 3 --- Lee County (41) --- Law Tac
53999,d2ef,41-TSD OPS,T,Lee County (41),Schools,Tupelo Public School District - Operations --- Lee County (41) --- Schools
54001,d2f1,41-TFD DISP,T,Lee County (41),Fire Dispatch,Tupelo Fire - Dispatch --- Lee County (41) --- Fire Dispatch
54004,d2f4,41-TFD S1,T,Lee County (41),Fire-Tac,Tupelo Fire - Scene 1 --- Lee County (41) --- Fire-Tac
54005,d2f5,41-TFD S2,T,Lee County (41),Fire-Tac,Tupelo Fire - Scene 2 --- Lee County (41) --- Fire-Tac
54017,d301,41-SO DISP,T,Lee County (41),Law Dispatch,Sheriff - Dispatch --- Lee County (41) --- Law Dispatch
54021,d305,41-EMS DISP,T,Lee County (41),EMS Dispatch,County EMS Dispatch --- Lee County (41) --- EMS Dispatch
54022,d306,41-EMS ADMIN,T,Lee County (41),EMS-Talk,County EMS Admin --- Lee County (41) --- EMS-Talk
54023,d307,41-MED CTRL,T,Lee County (41),Hospital,County Med Control - EMS to ER --- Lee County (41) --- Hospital
54024,d308,41-LCPD MAIN,T,Lee County (41),Law Dispatch,Countywide Police Dispatch (Except Tupelo) --- Lee County (41) --- Law Dispatch
54025,d309,41-LCPD TAC,T,Lee County (41),Law Tac,Countywide Police Tactical (Except Tupelo) --- Lee County (41) --- Law Tac
54035,d313,41-LCFD DISP,T,Lee County (41),Fire Dispatch,County Fire - Dispatch --- Lee County (41) --- Fire Dispatch
54036,d314,41-LCFD S1,T,Lee County (41),Fire-Tac,County Fire - Scene 1 --- Lee County (41) --- Fire-Tac
54037,d315,41-LCFD S2,T,Lee County (41),Fire-Tac,County Fire - Scene 2 --- Lee County (41) --- Fire-Tac
54038,d316,41-LCSD OPS,T,Lee County (41),Schools,County School District - Operations --- Lee County (41) --- Schools
54042,d31a,41-LEE EVNT1,T,Lee County (41),Interop,County Special Events 1 --- Lee County (41) --- Interop
54043,d31b,41-LEE EVNT2,T,Lee County (41),Interop,County Special Events 2 --- Lee County (41) --- Interop
54044,d31c,41-LEE EVNT3,T,Lee County (41),Interop,County Special Events 3 --- Lee County (41) --- Interop
54045,d31d,41-LEE EVNT4,T,Lee County (41),Interop,County Special Events 4 --- Lee County (41) --- Interop
54046,d31e,41-LEE EVNT5,T,Lee County (41),Interop,County Special Events 5 --- Lee County (41) --- Interop
54047,d31f,41-LEE EMA,T,Lee County (41),Emergency Ops,County Emergency Management Agency --- Lee County (41) --- Emergency Ops
54048,d320,41-DISASTER,T,Lee County (41),Emergency Ops,County Disaster Mutual Aid --- Lee County (41) --- Emergency Ops
54049,d321,41-LEE WAT,T,Lee County (41),Interop,County Wide Area Tactical --- Lee County (41) --- Interop
54313,d429,42-LEFLORE WIDE,T,Leflore County (42),Interop,Wide Area --- Leflore County (42) --- Interop
54314,d42a,42-LEFLORE COMN,T,Leflore County (42),Interop,Common --- Leflore County (42) --- Interop
54315,d42b,42-SO DISP,T,Leflore County (42),Law Dispatch,Sheriff - Dispatch --- Leflore County (42) --- Law Dispatch
54316,d42c,42-SO SAR,T,Leflore County (42),Law Tac,Sheriff Search and Rescue --- Leflore County (42) --- Law Tac
54317,d42d,42-SO CAR-CAR,T,Leflore County (42),Law Talk,Sheriff Car-to-Car --- Leflore County (42) --- Law Talk
54318,d42e,42-SO EVENT 1,T,Leflore County (42),Law Tac,Sheriff Event 1 --- Leflore County (42) --- Law Tac
54319,d42f,42-SO TAC 1,T,Leflore County (42),Law Tac,Sheriff Tactical 1 --- Leflore County (42) --- Law Tac
54320,d430,42-LCFD ADMIN,T,Leflore County (42),Fire-Talk,Fire Administration --- Leflore County (42) --- Fire-Talk
54321,d431,42-LCFD DISP ,T,Leflore County (42),Fire Dispatch,County Fire - Dispatch --- Leflore County (42) --- Fire Dispatch
54323,d433,42-LCFD FG1,T,Leflore County (42),Fire-Tac,County Fireground 1 --- Leflore County (42) --- Fire-Tac
54325,d435,42-LCFD EVENT 1,T,Leflore County (42),Fire-Tac,Fire Event F1 --- Leflore County (42) --- Fire-Tac
54326,d436,42-LCFD EVENT 2,T,Leflore County (42),Fire-Tac,Fire Event F2 --- Leflore County (42) --- Fire-Tac
54327,d437,42-NCNTF,T,Leflore County (42),Public Works,NCNTF --- Leflore County (42) --- Public Works
54328,d438,42-LCEMR OPS,T,Leflore County (42),EMS Dispatch,County Emergency Medical Responders (First Responders) --- Leflore County (42) --- EMS Dispatch
54329,d439,42-LCEMR TAC,T,Leflore County (42),EMS-Tac,County Emergency Medical Responders -Tactical --- Leflore County (42) --- EMS-Tac
54338,d442,42-GFD COMMAND,T,Leflore County (42),Fire-Talk,Greenwood Fire Command --- Leflore County (42) --- Fire-Talk
54430,d49e,42-PUB WKS,T,Leflore County (42),Public Works,Public Works --- Leflore County (42) --- Public Works
54431,d49f,42-SOLID WST,T,Leflore County (42),Utilities,Solid Waste --- Leflore County (42) --- Utilities
54434,d4a2,42-GFD DISP,T,Leflore County (42),Fire Dispatch,Greenwood Fire - Dispatch --- Leflore County (42) --- Fire Dispatch
54435,d4a3,42-GFD FG 1,T,Leflore County (42),Fire-Tac,Greenwood Fire - Fireground 1 --- Leflore County (42) --- Fire-Tac
54436,d4a4,42-GFD FG 2,T,Leflore County (42),Fire-Tac,Greenwood Fire - Fireground 2 --- Leflore County (42) --- Fire-Tac
54440,d4a8,42-GPD DISP,T,Leflore County (42),Law Dispatch,Greenwood Police - Dispatch --- Leflore County (42) --- Law Dispatch
54441,d4a9,42-GPD C-C,T,Leflore County (42),Law Talk,Greenwood Police - Car to Car --- Leflore County (42) --- Law Talk
54442,d4aa,42-GPD DET,T,Leflore County (42),Law Tac,Greenwood Police Detectives --- Leflore County (42) --- Law Tac
54443,d4ab,42-GPD NARC,T,Leflore County (42),Law Tac,Greenwood Police Narcotics --- Leflore County (42) --- Law Tac
54444,d4ac,42-GPD SWAT,T,Leflore County (42),Law Tac,Greenwood Police SWAT --- Leflore County (42) --- Law Tac
54445,d4ad,42-GWOOD EVENT 1,T,Leflore County (42),Multi-Tac,Greenwood Events 1 --- Leflore County (42) --- Multi-Tac
54446,d4ae,42-GWOOD EVENT 2,T,Leflore County (42),Multi-Tac,Greenwood Events 2 --- Leflore County (42) --- Multi-Tac
54447,d4af,42-GWOOD CMN,T,Leflore County (42),Multi-Tac,Greenwood Common --- Leflore County (42) --- Multi-Tac
54642,d572,47 SO 2,T,Marshall County (47),Law Talk,Sheriff - Operations --- Marshall County (47) --- Law Talk
54646,d576,47 SO 1,T,Marshall County (47),Law Dispatch,Sheriff - Dispatch --- Marshall County (47) --- Law Dispatch
54656,d580,47 CO FD DISP,T,Marshall County (47),Fire Dispatch,County Fire - Dispatch --- Marshall County (47) --- Fire Dispatch
54665,d589,47 BYHALIA FD,T,Marshall County (47),Fire Dispatch,Byhalia Fire - Dispatch --- Marshall County (47) --- Fire Dispatch
54670,d58e,47 HOL SPGS FIRE,T,Marshall County (47),Fire Dispatch,Holly Springs Fire - Dispatch --- Marshall County (47) --- Fire Dispatch
54676,d594,47 HOL SPGS PD,T,Marshall County (47),Law Dispatch,Holly Springs Police - Dispatch --- Marshall County (47) --- Law Dispatch
54695,d5a7,47 BYHALIA PD,T,Marshall County (47),Law Dispatch,Byhalia Police - Dispatch --- Marshall County (47) --- Law Dispatch
54965,d6b5,49-SO DISP,T,Montgomery County (49),Law Dispatch,Sheriff - Dispatch --- Montgomery County (49) --- Law Dispatch
54975,d6bf,49-EMA,T,Montgomery County (49),Emergency Ops,County Emergency Management Agency --- Montgomery County (49) --- Emergency Ops
54999,d6d7,49-WININA POLICE,T,Montgomery County (49),Law Dispatch,Winona Police Department --- Montgomery County (49) --- Law Dispatch
55290,d7fa,49-WIDE AREA,T,Montgomery County (49),Interop,Wide Area --- Montgomery County (49) --- Interop
55292,d7fc,54-SO DISP,T,Panola County (54),Law Dispatch,Sheriff - Dispatch --- Panola County (54) --- Law Dispatch
55303,d807,54-COMO PD,T,Panola County (54),Law Dispatch,Como Police - Dispatch --- Panola County (54) --- Law Dispatch
55304,d808,54-SARDIS PD,T,Panola County (54),Law Dispatch,Sardis Police - Dispatch --- Panola County (54) --- Law Dispatch
55305,d809,54-BATESVIL PD,T,Panola County (54),Law Dispatch,Batesville Police - Dispatch --- Panola County (54) --- Law Dispatch
55306,d80a,54-CO EMA,T,Panola County (54),Emergency Ops,Emergency Management Agency --- Panola County (54) --- Emergency Ops
55308,d80c,54-SAR,T,Panola County (54),Emergency Ops,Search and Rescue --- Panola County (54) --- Emergency Ops
55312,d810,54-PANOLA WM,T,Panola County (54),Public Works,County Solid Waste Management --- Panola County (54) --- Public Works
55314,d812,54-CO FD DISP,T,Panola County (54),Fire Dispatch,County Fire - Dispatch --- Panola County (54) --- Fire Dispatch
55316,d814,54-BATESVIL FD,T,Panola County (54),Fire Dispatch,Batesville Fire - Dispatch --- Panola County (54) --- Fire Dispatch
55327,d81f,54-SFD DISP,T,Panola County (54),Fire Dispatch,Sardis Fire - Dispatch --- Panola County (54) --- Fire Dispatch
55335,d827,AMR/LG-PANOLA,T,Wide Area EMS and Air Ambulance,EMS Dispatch,AMR/Lifeguard EMS - Panola Co. --- Wide Area EMS and Air Ambulance --- EMS Dispatch
55617,d941,58-CO EMA,T,Pontotoc County (58),Emergency Ops,County Emergency Management Agency --- Pontotoc County (58) --- Emergency Ops
55618,d942,58-CO FIRE DISP,T,Pontotoc County (58),Fire Dispatch,County Fire - Dispatch --- Pontotoc County (58) --- Fire Dispatch
55619,d943,58-CO FIRE FG 1,T,Pontotoc County (58),Fire-Tac,County Fire - Fireground 1 --- Pontotoc County (58) --- Fire-Tac
55620,d944,58-CO FIRE FG 2,T,Pontotoc County (58),Fire-Tac,County Fire - Fireground 2 --- Pontotoc County (58) --- Fire-Tac
55621,d945,58-CO FIRE FG 3,T,Pontotoc County (58),Fire-Tac,County Fire - Fireground 3 --- Pontotoc County (58) --- Fire-Tac
55622,d946,58-ALG VFD,T,Pontotoc County (58),Fire-Talk,Algoma Volunteer Fire Department --- Pontotoc County (58) --- Fire-Talk
55623,d947,58-BKHM VFD,T,Pontotoc County (58),Fire-Talk,Beckham Volunteer Fire Department --- Pontotoc County (58) --- Fire-Talk
55624,d948,58-THAX VFD,T,Pontotoc County (58),Fire-Talk,Thaxton Volunteer Fire Department --- Pontotoc County (58) --- Fire-Talk
55625,d949,58-TOCC VFD,T,Pontotoc County (58),Fire-Talk,Toccopola Volunteer Fire Department --- Pontotoc County (58) --- Fire-Talk
55626,d94a,58-ECRU VFD,T,Pontotoc County (58),Fire-Talk,Ecru Volunteer Fire Department --- Pontotoc County (58) --- Fire-Talk
55627,d94b,58-TRY-WOOD VFD,T,Pontotoc County (58),Fire-Talk,Troy-Woodland Volunteer Fire Department --- Pontotoc County (58) --- Fire-Talk
55628,d94c,58-SHRMN VFD,T,Pontotoc County (58),Fire-Talk,Sherman Volunteer Fire Department --- Pontotoc County (58) --- Fire-Talk
55629,d94d,58-LNGVW VFD,T,Pontotoc County (58),Fire-Talk,Longview Volunteer Fire Department --- Pontotoc County (58) --- Fire-Talk
55630,d94e,58-CO EMS,T,Pontotoc County (58),EMS Dispatch,County EMS - Dispatch --- Pontotoc County (58) --- EMS Dispatch
55631,d94f,58-RNDLPH VFD,T,Pontotoc County (58),Fire-Talk,Randolph Volunteer Fire Department --- Pontotoc County (58) --- Fire-Talk
55632,d950,58-FURRS VFD,T,Pontotoc County (58),Fire-Talk,Furrs Volunteer Fire Department --- Pontotoc County (58) --- Fire-Talk
55633,d951,58-HURCN VFD,T,Pontotoc County (58),Fire-Talk,Hurricane Volunteer Fire Department --- Pontotoc County (58) --- Fire-Talk
55650,d962,58-SO DISP,T,Pontotoc County (58),Law Dispatch,County Sheriff - Dispatch --- Pontotoc County (58) --- Law Dispatch
55651,d963,58-SO C-C,T,Pontotoc County (58),Law Talk,County Sheriff - Car to Car --- Pontotoc County (58) --- Law Talk
55652,d964,58-SO INVST,T,Pontotoc County (58),Law Tac,County Sheriff - Investigations --- Pontotoc County (58) --- Law Tac
55653,d965,58-SO NARC,T,Pontotoc County (58),Law Tac,County Sheriff - Narcotics --- Pontotoc County (58) --- Law Tac
55654,d966,58-SO TAC,T,Pontotoc County (58),Law Tac,County Sheriff - Tactical --- Pontotoc County (58) --- Law Tac
55655,d967,58-SO ADMIN,T,Pontotoc County (58),Law Talk,County Sheriff - Administration --- Pontotoc County (58) --- Law Talk
55656,d968,58-SO JAIL,T,Pontotoc County (58),Law Tac,County Sheriff - Jail --- Pontotoc County (58) --- Law Tac
55657,d969,58-WIDE AREA,T,Pontotoc County (58),Interop,County Wide Area --- Pontotoc County (58) --- Interop
55700,d994,58-CITY FIRE DIS,T,Pontotoc County (58),Fire Dispatch,Pontotoc City FIre - Dispatch --- Pontotoc County (58) --- Fire Dispatch
55701,d995,58-CITY FIRE FG1,T,Pontotoc County (58),Fire-Tac,Pontotoc City FIre - Fireground 1 --- Pontotoc County (58) --- Fire-Tac
55702,d996,58-CITY FIRE FG2,T,Pontotoc County (58),Fire-Tac,Pontotoc City FIre - Fireground 2 --- Pontotoc County (58) --- Fire-Tac
55703,d997,58-CITY FIRE TRN,T,Pontotoc County (58),Fire-Talk,Pontotoc City FIre - Training --- Pontotoc County (58) --- Fire-Talk
55704,d998,58-CITY UTIL,T,Pontotoc County (58),Utilities,Pontotoc City Utilities --- Pontotoc County (58) --- Utilities
55705,d999,55-CITYWIDE,T,Pontotoc County (58),Multi-Talk,Pontotoc Citywide --- Pontotoc County (58) --- Multi-Talk
55706,d99a,58-CITY PD DISP,T,Pontotoc County (58),Law Dispatch,Pontotoc City Police - Dispatch --- Pontotoc County (58) --- Law Dispatch
55707,d99b,58-CITY PD TAC 1,T,Pontotoc County (58),Law Tac,Pontotoc City Police - Tactical 1 --- Pontotoc County (58) --- Law Tac
55708,d99c,58-CITY PD TAC 2,T,Pontotoc County (58),Law Tac,Pontotoc City Police - Tactical 2 --- Pontotoc County (58) --- Law Tac
55709,d99d,58-CITY PD TAC 3,T,Pontotoc County (58),Law Tac,Pontotoc City Police - Tactical 3 --- Pontotoc County (58) --- Law Tac
55710,d99e,58-CTY CID/NARC1,T,Pontotoc County (58),Law Tac,Pontotoc City Police - CID/Narcotics 1 --- Pontotoc County (58) --- Law Tac
55711,d99f,58-CTY CID/NARC2,D,Pontotoc County (58),Law Tac,Pontotoc City Police - CID/Narcotics 2 --- Pontotoc County (58) --- Law Tac
55720,d9a8,58-SHRMN PD DISP,T,Pontotoc County (58),Law Dispatch,Sherman Police - Dispatch --- Pontotoc County (58) --- Law Dispatch
55721,d9a9,58-SHRMN PD ADMN,T,Pontotoc County (58),Law Talk,Sherman Police - Administration --- Pontotoc County (58) --- Law Talk
55722,d9aa,58-SHRMN PD PRVT,T,Pontotoc County (58),Law Talk,Sherman Police - Private --- Pontotoc County (58) --- Law Talk
55723,d9ab,58-SHRMN EMA,T,Pontotoc County (58),Emergency Ops,Sherman Emergency Management Agency --- Pontotoc County (58) --- Emergency Ops
55724,d9ac,58-SHRMN CMN,T,Pontotoc County (58),Multi-Talk,Sherman Common --- Pontotoc County (58) --- Multi-Talk
55725,d9ad,58-SHRMN FD PVT,T,Pontotoc County (58),Fire-Talk,Sherman Fire - Private --- Pontotoc County (58) --- Fire-Talk
55730,d9b2,58-ECRU PD DISP,T,Pontotoc County (58),Law Dispatch,Ecru Police - Dispatch --- Pontotoc County (58) --- Law Dispatch
55731,d9b3,58-ECRU PD PRVT,T,Pontotoc County (58),Law Talk,Ecru Police - Private --- Pontotoc County (58) --- Law Talk
55732,d9b4,58-ECRU PD C-C,T,Pontotoc County (58),Law Talk,Ecru Police - Car to Car --- Pontotoc County (58) --- Law Talk
55733,d9b5,58-ECRU PD ADMIN,T,Pontotoc County (58),Law Talk,Ecru Police - Administration --- Pontotoc County (58) --- Law Talk
55734,d9b6,58-ECRU PD TAC,T,Pontotoc County (58),Law Tac,Ecru Police - Tactical --- Pontotoc County (58) --- Law Tac
55735,d9b7,58-ECRU PD INVES,T,Pontotoc County (58),Law Tac,Ecru Police - Investigation --- Pontotoc County (58) --- Law Tac
55943,da87,59-SO DISP,T,Prentiss County (59),Law Dispatch,Sheriff - Dispatch --- Prentiss County (59) --- Law Dispatch
55944,da88,59-SO C-C,T,Prentiss County (59),Law Talk,Sheriff - Car to Car --- Prentiss County (59) --- Law Talk
55945,da89,59-SO TAC 1,T,Prentiss County (59),Law Tac,Sheriff - Tactical 1 --- Prentiss County (59) --- Law Tac
55946,da8a,59-EMA PRI,T,Prentiss County (59),Emergency Ops,Emergency Management Agency - Primary --- Prentiss County (59) --- Emergency Ops
55947,da8b,59-CORONER,T,Prentiss County (59),Public Works,County Coroner --- Prentiss County (59) --- Public Works
55948,da8c,59-CORONER TAC,T,Prentiss County (59),Public Works,County Coroner Tactical --- Prentiss County (59) --- Public Works
55953,da91,59-CO FIRE,T,Prentiss County (59),Fire Dispatch,County Fire - Dispatch --- Prentiss County (59) --- Fire Dispatch
56103,db27,59-BVLLE FIRE,T,Prentiss County (59),Fire Dispatch,Booneville Fire - Dispatch --- Prentiss County (59) --- Fire Dispatch
56104,db28,59-BVLLE PD DISP,T,Prentiss County (59),Law Dispatch,Booneville Police - Dispatch --- Prentiss County (59) --- Law Dispatch
56105,db29,59-BVLLE PD C-C,T,Prentiss County (59),Law Talk,Booneville Police - Car to Car --- Prentiss County (59) --- Law Talk
56106,db2a,59-BVLLE PD NARC,T,Prentiss County (59),Law Tac,Booneville Police - Narcotics --- Prentiss County (59) --- Law Tac
56110,db2e,59-BVLLE GAS/WTR,T,Prentiss County (59),Utilities,Booneville Gas & Water --- Prentiss County (59) --- Utilities
56270,dbce,60-CO FIRE,T,Quitman County (60),Fire Dispatch,County Fire Dispatch --- Quitman County (60) --- Fire Dispatch
56271,dbcf,60-COFD FG1,T,Quitman County (60),Fire-Tac,County Fireground 1 --- Quitman County (60) --- Fire-Tac
56272,dbd0,60-COFD FG2,T,Quitman County (60),Fire-Tac,County Fireground 2 --- Quitman County (60) --- Fire-Tac
56273,dbd1,60-COFD FG3,T,Quitman County (60),Fire-Tac,County Fireground 3 --- Quitman County (60) --- Fire-Tac
56274,dbd2,60-CROWDER VFD,T,Quitman County (60),Fire-Talk,Crowder Volunteer Fire Department --- Quitman County (60) --- Fire-Talk
56275,dbd3,60-LAMBERT VFD,T,Quitman County (60),Fire-Talk,Lambert Volunteer Fire Department --- Quitman County (60) --- Fire-Talk
56276,dbd4,60-MARKS VF,T,Quitman County (60),Fire-Talk,Marks Volunteer Fire Department --- Quitman County (60) --- Fire-Talk
56277,dbd5,60-SLEDGE VFD,T,Quitman County (60),Fire-Talk,Sledge Volunteer Fire Department --- Quitman County (60) --- Fire-Talk
56296,dbe8,60-EMA,T,Quitman County (60),Emergency Ops,County Emergency Management --- Quitman County (60) --- Emergency Ops
56595,dd13,67 WIDE AREA,T,Sunflower County (67),Interop,County Wide Area --- Sunflower County (67) --- Interop
56597,dd15,67 EMA 1,T,Sunflower County (67),Emergency Ops,Emergency Management Agency - Dispatch --- Sunflower County (67) --- Emergency Ops
56599,dd17,67 EMA SAR,T,Sunflower County (67),Emergency Ops,Emergency Management Agency - Search And Rescue Team --- Sunflower County (67) --- Emergency Ops
56600,dd18,67 SO DISP,T,Sunflower County (67),Law Dispatch,"Sheriff - Dispatch (Also Sunflower, Moorhead, and Inverness PD) --- Sunflower County (67) --- Law Dispatch"
56601,dd19,67 SO CAR-CAR,T,Sunflower County (67),Law Talk,"Sheriff - Car to Car (Also Sunflower, Moorhead, and Inverness PD) --- Sunflower County (67) --- Law Talk"
56635,dd3b,67-CO SE 2,T,Sunflower County (67),Interop,County Special Event 2 --- Sunflower County (67) --- Interop
56636,dd3c,67-CO SE 3,T,Sunflower County (67),Interop,County Special Event 3 --- Sunflower County (67) --- Interop
